対局日,期,棋戦,備考,ブロック,回戦,局,先手の勝敗,先手,後手,後手の勝敗,千日手,放送日
2025-02-20,75,NHK杯,予選,,,,○,佐藤秀司,阿部光瑠,●,,
2025-02-20,75,NHK杯,予選,,,,○,小倉久史,高野智史,●,,
2025-02-20,75,NHK杯,予選,,,,○,宮嶋健太,高崎一生,●,,
2025-02-20,75,NHK杯,予選,,,,○,宮嶋健太,小倉久史,●,,
2025-02-20,75,NHK杯,予選,,,,○,宮嶋健太,佐藤秀司,●,,
2025-02-20,75,NHK杯,予選,,,,●,長沼洋,久保利明,○,,
2025-02-20,75,NHK杯,予選,,,,●,増田裕司,池永天志,○,,
2025-02-20,75,NHK杯,予選,,,,○,久保利明,池永天志,●,,
2025-02-20,75,NHK杯,予選,,,,○,村田智弘,森本才跳,●,,
2025-02-20,75,NHK杯,予選,,,,●,西川和宏,都成竜馬,○,,
2025-02-20,75,NHK杯,予選,,,,●,村田智弘,都成竜馬,○,,
2025-02-20,75,NHK杯,予選,,,,●,都成竜馬,久保利明,○,,
2025-02-21,38,竜王戦,2組,,,,●,阿部健治郎,佐藤天彦,○,,
2025-02-21,38,竜王戦,3組,,,,●,梶浦宏孝,服部慎一郎,○,,
2025-02-21,83,順位戦,A級,,7,,○,渡辺明,永瀬拓矢,●,,
2025-02-21,,王座戦,二次予選,,,,○,八代弥,行方尚史,●,,
2025-02-21,,王座戦,二次予選,,,,○,近藤誠也,中村太地,●,,
2025-02-21,75,王将戦,一次予選,,,,○,村中秀史,杉本和陽,●,,
2025-02-21,75,NHK杯,予選,,,,○,宮田敦史,黒沢怜生,●,,
2025-02-21,75,NHK杯,予選,,,,○,松本佳介,日浦市郎,●,,
2025-02-21,75,NHK杯,予選,,,,●,松本佳介,宮田敦史,○,,
2025-02-21,75,NHK杯,予選,,,,●,上村亘,高橋佑二郎,○,,
2025-02-21,75,NHK杯,予選,,,,●,小山直希,木村一基,○,,
2025-02-21,75,NHK杯,予選,,,,○,木村一基,高橋佑二郎,●,,
2025-02-21,75,NHK杯,予選,,,,●,宮田敦史,木村一基,○,,
2025-02-21,75,NHK杯,予選,,,,○,先崎学,金井恒太,●,,
2025-02-21,75,NHK杯,予選,,,,○,吉池隆真,中村亮介,●,,
2025-02-21,75,NHK杯,予選,,,,●,先崎学,吉池隆真,○,,
2025-02-21,75,NHK杯,予選,,,,●,石田直裕,山本博志,○,,
2025-02-21,75,NHK杯,予選,,,,●,松尾歩,本田奎,○,,
2025-02-21,75,NHK杯,予選,,,,●,本田奎,山本博志,○,,
2025-02-21,75,NHK杯,予選,,,,●,山本博志,吉池隆真,○,,
2025-02-21,75,NHK杯,予選,,,,●,島本亮,藤井猛,○,,
2025-02-21,75,NHK杯,予選,,,,●,平藤眞吾,竹内雄悟,○,,
2025-02-21,75,NHK杯,予選,,,,●,藤井猛,竹内雄悟,○,,
2025-02-21,75,NHK杯,予選,,,,○,柵木幹太,神崎健二,●,,
2025-02-21,75,NHK杯,予選,,,,○,高田明浩,斎藤明日斗,●,,
2025-02-21,75,NHK杯,予選,,,,●,柵木幹太,高田明浩,○,,
2025-02-21,75,NHK杯,予選,,,,○,高田明浩,竹内雄悟,●,,
2025-02-21,75,NHK杯,予選,,,,●,杉本昌隆,上野裕寿,○,,
2025-02-21,75,NHK杯,予選,,,,○,徳田拳士,横山友紀,●,,
2025-02-21,75,NHK杯,予選,,,,○,上野裕寿,徳田拳士,●,,
2025-02-21,75,NHK杯,予選,,,,●,長岡裕也,西田拓也,○,,
2025-02-21,75,NHK杯,予選,,,,○,小林裕士,古賀悠聖,●,,
2025-02-21,75,NHK杯,予選,,,,○,西田拓也,小林裕士,●,,
2025-02-21,75,NHK杯,予選,,,,●,西田拓也,上野裕寿,○,,
2025-02-22,,棋王戦,第2局,,,,●,増田康宏,藤井聡太,○,,
2025-02-24,38,竜王戦,3組,,,,○,及川拓馬,村中秀史,●,,
2025-02-24,75,王将戦,一次予選,,,,○,行方尚史,本田奎,●,,
2025-02-25,38,竜王戦,1組 出決,,,,●,丸山忠久,三浦弘行,○,,
2025-02-25,38,竜王戦,4組,,,,●,黒沢怜生,青嶋未来,○,,
2025-02-25,38,竜王戦,5組,,,,●,渡辺正和,川上猛,○,,
2025-02-25,38,竜王戦,6組,,,,○,横山友紀,黒田尭之,●,,
2025-02-25,10,叡王戦,本戦,,,,●,藤井聡太,糸谷哲郎,○,,
2025-02-25,,王位戦,挑決リーグ,,,,●,佐々木大地,大橋貴洸,○,,
2025-02-25,,王座戦,二次予選,,,,●,森内俊之,深浦康市,○,,
2025-02-25,,棋王戦,予選,,,,○,井田明宏,畠山鎮,●,,
2025-02-25,,棋王戦,予選,,,,●,西田拓也,池永天志,○,,
2025-02-25,75,王将戦,一次予選,,,,○,佐々木慎,瀬川晶司,●,,
2025-02-25,75,王将戦,一次予選,,,,●,高野秀行,長谷部浩平,○,,
2025-02-25,75,王将戦,一次予選,,,,●,小山直希,阿久津主税,○,,
2025-02-25,75,王将戦,一次予選,,,,○,渡辺和史,真田圭一,●,,
2025-02-25,75,王将戦,一次予選,,,,○,斎藤慎太郎,齊藤裕也,●,,
2025-02-25,,新人戦,,,,,●,山根ことみ,宮嶋健太,○,,
2025-02-25,75,NHK杯,予選,,,,○,伊藤真吾,中村修,●,,
2025-02-25,75,NHK杯,予選,,,,○,勝又清和,片上大輔,●,,
2025-02-25,75,NHK杯,予選,,,,●,伊藤真吾,勝又清和,○,,
2025-02-25,75,NHK杯,予選,,,,○,森下卓,門倉啓太,●,,
2025-02-25,75,NHK杯,予選,,,,●,岡崎洋,戸辺誠,○,,
2025-02-25,75,NHK杯,予選,,,,●,森下卓,戸辺誠,○,,
2025-02-25,75,NHK杯,予選,,,,○,勝又清和,戸辺誠,●,,
2025-02-26,38,竜王戦,4組,,,,●,宮田敦史,金井恒太,○,,
2025-02-26,38,竜王戦,5組,,,,●,遠山雄亮,高田明浩,○,,
2025-02-26,38,竜王戦,6組,,,,○,上野裕寿,冨田誠也,●,,
2025-02-26,,棋王戦,予選,,,,●,野月浩貴,梶浦宏孝,○,,
2025-02-26,,棋王戦,予選,,,,●,横山泰明,飯島栄治,○,,
2025-02-26,,棋王戦,予選,,,,○,松本佳介,塚田泰明,●,,
2025-02-26,75,王将戦,一次予選,,,,○,渡辺大夢,西尾明,●,,
2025-02-26,75,王将戦,一次予選,,,,●,高崎一生,佐藤和俊,○,,
2025-02-26,75,王将戦,一次予選,,,,○,屋敷伸之,吉池隆真,●,,
2025-02-26,75,王将戦,一次予選,,,,●,平藤眞吾,大石直嗣,○,,
2025-02-26,75,王将戦,一次予選,,,,●,古森悠太,狩山幹生,○,,
2025-02-26,75,王将戦,一次予選,,,,●,山本真也,古賀悠聖,○,,
2025-02-26,,新人戦,,,,,●,高坂直矢,山川泰熙,○,,
2025-02-27,38,竜王戦,5組,,,,○,斎藤明日斗,中川大輔,●,,
2025-02-27,38,竜王戦,5組,,,,○,山下数毅,藤本渚,●,,
2025-02-27,83,順位戦,A級,,9,,○,渡辺明,菅井竜也,●,,
2025-02-27,83,順位戦,A級,,9,,○,佐々木勇気,佐藤天彦,●,,
2025-02-27,83,順位戦,A級,,9,,●,千田翔太,豊島将之,○,,
2025-02-27,83,順位戦,A級,,9,,●,増田康宏,永瀬拓矢,○,,
2025-02-27,83,順位戦,A級,,9,,●,中村太地,稲葉陽,○,,
2025-02-27,,棋王戦,予選,,,,●,八代弥,木村一基,○,,
2025-02-27,,棋王戦,予選,,,,●,井上慶太,石川優太,○,,
2025-02-27,,棋王戦,予選,,,,●,牧野光則,服部慎一郎,○,,
2025-02-27,,王座戦,一次予選,,,,○,長岡裕也,中田功,●,,
2025-02-27,75,王将戦,一次予選,,,,●,徳田拳士,阿部隆,○,,
2025-02-28,38,竜王戦,3組,,,,●,三枚堂達也,高野智史,○,,
2025-02-28,38,竜王戦,4組,,,,●,佐藤紳哉,石田直裕,○,,
2025-02-28,38,竜王戦,4組,,,,○,狩山幹生,村山慈明,●,,
2025-02-28,38,竜王戦,4組,,,,●,杉本和陽,村田顕弘,○,,
2025-02-28,38,竜王戦,5組,,,,○,阪口悟,村田智弘,●,,
2025-02-28,83,順位戦,C級2組,,9,,○,渡辺大夢,田村康介,●,,
2025-02-28,,王位戦,挑決リーグ,,,,○,斎藤慎太郎,都成竜馬,●,,
2025-02-28,,王座戦,二次予選,,,,○,郷田真隆,阿久津主税,●,,
2025-02-28,,王座戦,二次予選,,,,○,長谷部浩平,松尾歩,●,,
2025-02-28,,棋王戦,予選,,,,○,関矢寛之,佐藤秀司,●,,
2025-02-28,,棋王戦,予選,,,,●,森本才跳,出口若武,○,,
2025-02-28,75,王将戦,一次予選,,,,●,小林裕士,久保利明,○,,
2025-03-01,38,竜王戦,3組,,,,○,近藤誠也,鈴木大介,●,,
2025-03-02,,棋王戦,第3局,,,,●,増田康宏,藤井聡太,○,,
2025-03-03,,棋王戦,予選,,,,○,田中悠一,島朗,●,,
2025-03-03,75,王将戦,一次予選,,,,○,梶浦宏孝,塚田泰明,●,,
2025-03-04,38,竜王戦,5組,,,,○,長谷部浩平,藤森哲也,●,,
2025-03-04,83,順位戦,A級,,10,,○,永瀬拓矢,佐藤天彦,●,,
2025-03-04,83,順位戦,C級1組,,10,,○,西尾明,中村修,●,,
2025-03-04,83,順位戦,C級1組,,10,,●,先崎学,飯島栄治,○,,
2025-03-04,83,順位戦,C級1組,,10,,●,野月浩貴,真田圭一,○,,
2025-03-04,83,順位戦,C級1組,,10,,○,北島忠雄,村田顕弘,●,,
2025-03-04,83,順位戦,C級1組,,10,,○,片上大輔,宮田敦史,●,,
2025-03-04,83,順位戦,C級1組,,10,,○,佐藤和俊,阿部健治郎,●,,
2025-03-04,83,順位戦,C級1組,,10,,○,門倉啓太,三枚堂達也,●,,
2025-03-04,83,順位戦,C級1組,,10,,○,井上慶太,金井恒太,●,,
2025-03-04,83,順位戦,C級1組,,10,,○,藤本渚,阿部隆,●,,
2025-03-04,83,順位戦,C級1組,,10,,●,窪田義行,畠山成幸,○,,
2025-03-04,83,順位戦,C級1組,,10,,●,船江恒平,飯塚祐紀,○,,
2025-03-04,83,順位戦,C級1組,,10,,●,阪口悟,黒田尭之,○,,
2025-03-04,83,順位戦,C級1組,,10,,○,出口若武,冨田誠也,●,,
2025-03-04,83,順位戦,C級1組,,10,,●,高田明浩,宮本広志,○,,
2025-03-04,83,順位戦,C級1組,,10,,○,西田拓也,古森悠太,●,,
2025-03-04,83,順位戦,C級1組,,10,,○,畠山鎮,斎藤明日斗,●,,
2025-03-04,83,順位戦,C級1組,,10,,●,千葉幸生,都成竜馬,○,,
2025-03-04,,棋王戦,予選,,,,●,豊川孝弘,小山直希,○,,
2025-03-04,,棋王戦,予選,,,,○,瀬川晶司,高橋道雄,●,,
2025-03-04,75,王将戦,一次予選,,,,○,松本佳介,高野智史,●,,
2025-03-05,38,竜王戦,5組,,,,●,田村康介,山本博志,○,,
2025-03-05,83,順位戦,B級2組,,10,,●,丸山忠久,伊藤匠,○,,
2025-03-05,83,順位戦,B級2組,,10,,●,屋敷伸之,佐々木慎,○,,
2025-03-05,83,順位戦,B級2組,,10,,○,郷田真隆,横山泰明,●,,
2025-03-05,83,順位戦,B級2組,,10,,○,行方尚史,藤井猛,●,,
2025-03-05,83,順位戦,B級2組,,10,,○,深浦康市,杉本昌隆,●,,
2025-03-05,83,順位戦,B級2組,,10,,●,中川大輔,久保利明,○,,
2025-03-05,83,順位戦,B級2組,,10,,●,松尾歩,木村一基,○,,
2025-03-05,83,順位戦,B級2組,,10,,○,戸辺誠,及川拓馬,●,,
2025-03-05,83,順位戦,B級2組,,10,,○,渡辺和史,谷川浩司,●,,
2025-03-05,83,順位戦,B級2組,,10,,●,村山慈明,青嶋未来,○,,
2025-03-05,83,順位戦,B級2組,,10,,○,鈴木大介,北浜健介,●,,
2025-03-05,83,順位戦,B級2組,,10,,○,服部慎一郎,高崎一生,●,,
2025-03-05,83,順位戦,B級2組,,10,,○,阿久津主税,古賀悠聖,●,,
2025-03-05,,棋王戦,予選,,,,○,山川泰熙,伊藤真吾,●,,
2025-03-05,,新人戦,,,,,○,森本才跳,石本さくら,●,,
2025-03-06,38,竜王戦,1組,,,,○,八代弥,広瀬章人,●,,
2025-03-06,38,竜王戦,6組,,,,○,徳田拳士,安用寺孝功,●,,
2025-03-06,83,順位戦,B級1組,,13,,○,斎藤慎太郎,三浦弘行,●,,
2025-03-06,83,順位戦,B級1組,,13,,○,近藤誠也,糸谷哲郎,●,,
2025-03-06,83,順位戦,B級1組,,13,,●,石井健太郎,澤田真吾,○,,
2025-03-06,83,順位戦,B級1組,,13,,●,羽生善治,大橋貴洸,○,,
2025-03-06,83,順位戦,B級1組,,13,,○,佐藤康光,山崎隆之,●,,
2025-03-06,83,順位戦,B級1組,,13,,●,高見泰地,大石直嗣,○,,
2025-03-06,,棋王戦,予選,,,,○,日浦市郎,森下卓,●,,
2025-03-06,75,王将戦,一次予選,,,,○,黒田尭之,上野裕寿,●,,
2025-03-06,75,NHK杯,本戦,,1,1,○,吉池隆真,船江恒平,●,,2025-04-06
2025-03-07,,棋王戦,予選,,,,●,小倉久史,黒沢怜生,○,,
2025-03-07,,棋王戦,予選,,,,○,杉本和陽,渡辺正和,●,,
2025-03-07,,棋王戦,予選,,,,○,遠山雄亮,宮嶋健太,●,,
2025-03-07,,棋王戦,予選,,,,○,小山怜央,阿部光瑠,●,,
2025-03-07,,棋王戦,予選,,,,●,岡部怜央,森内俊之,○,,
2025-03-07,,棋王戦,予選,,,,○,吉池隆真,上村亘,●,,
2025-03-07,,棋王戦,予選,,,,○,折田翔吾,浦野真彦,●,,
2025-03-07,,新人戦,,,,,●,大島綾華,柵木幹太,○,,
2025-03-08,74,王将戦,七番勝負,,,5,●,永瀬拓矢,藤井聡太,○,,
2025-03-10,,王位戦,挑決リーグ,,,,●,羽生善治,古賀悠聖,○,,
2025-03-11,83,順位戦,C級2組,,10,,○,長谷部浩平,高橋道雄,●,,
2025-03-11,83,順位戦,C級2組,,10,,○,中村亮介,島朗,●,,
2025-03-11,83,順位戦,C級2組,,10,,○,森下卓,石川優太,●,,
2025-03-11,83,順位戦,C級2組,,10,,●,日浦市郎,谷合廣紀,○,,
2025-03-11,83,順位戦,C級2組,,10,,●,横山友紀,佐藤秀司,○,,
2025-03-11,83,順位戦,C級2組,,10,,○,田村康介,阿部光瑠,●,,
2025-03-11,83,順位戦,C級2組,,10,,●,本田奎,佐藤紳哉,○,,
2025-03-11,83,順位戦,C級2組,,10,,●,高野秀行,狩山幹生,○,,
2025-03-11,83,順位戦,C級2組,,10,,○,八代弥,渡辺大夢,●,,
2025-03-11,83,順位戦,C級2組,,10,,●,梶浦宏孝,伊藤真吾,○,,
2025-03-11,83,順位戦,C級2組,,10,,●,山本博志,佐々木大地,○,,
2025-03-11,83,順位戦,C級2組,,10,,●,遠山雄亮,杉本和陽,○,,
2025-03-11,83,順位戦,C級2組,,10,,○,田中悠一,牧野光則,●,,
2025-03-11,83,順位戦,C級2組,,10,,○,山川泰熙,佐藤慎一,●,,
2025-03-11,83,順位戦,C級2組,,10,,●,星野良生,高野智史,○,,
2025-03-11,83,順位戦,C級2組,,10,,●,藤森哲也,上村亘,○,,
2025-03-11,83,順位戦,C級2組,,10,,○,宮嶋健太,長岡裕也,●,,
2025-03-11,83,順位戦,C級2組,,10,,○,折田翔吾,小林裕士,●,,
2025-03-11,83,順位戦,C級2組,,10,,●,西川和宏,石田直裕,○,,
2025-03-11,83,順位戦,C級2組,,10,,●,平藤眞吾,岡部怜央,○,,
2025-03-11,83,順位戦,C級2組,,10,,●,森本才跳,今泉健司,○,,
2025-03-11,83,順位戦,C級2組,,10,,○,村中秀史,安用寺孝功,●,,
2025-03-11,83,順位戦,C級2組,,10,,○,井田明宏,井出隼平,●,,
2025-03-11,83,順位戦,C級2組,,10,,○,上野裕寿,高橋佑二郎,●,,
2025-03-11,83,順位戦,C級2組,,10,,●,池永天志,瀬川晶司,○,,
2025-03-11,83,順位戦,C級2組,,10,,●,徳田拳士,黒沢怜生,○,,
2025-03-11,83,順位戦,C級2組,,10,,●,齊藤裕也,小山直希,○,千日手,
2025-03-11,33,銀河戦,本戦,H,5,,●,阪口悟,都成竜馬,○,,2025-05-20
2025-03-11,33,銀河戦,本戦,H,6,,○,高崎一生,都成竜馬,●,,2025-06-17
2025-03-12,,棋王戦,予選,,,,●,矢倉規広,藤本渚,○,,
2025-03-12,33,銀河戦,本戦,F,5,,○,冨田誠也,門倉啓太,●,,2025-05-13
2025-03-12,33,銀河戦,本戦,F,6,,○,古賀悠聖,冨田誠也,●,,2025-06-10
2025-03-13,38,竜王戦,3組,,,,○,近藤誠也,石井健太郎,●,,
2025-03-13,38,竜王戦,4組,,,,○,横山泰明,野月浩貴,●,,
2025-03-13,,王座戦,二次予選,,,,○,斎藤明日斗,佐々木慎,●,,
2025-03-13,,王座戦,二次予選,,,,○,渡辺明,木村一基,●,,
2025-03-13,,王座戦,二次予選,,,,○,久保利明,大橋貴洸,●,,
2025-03-13,,棋王戦,予選,,,,●,屋敷伸之,三枚堂達也,○,,
2025-03-13,,棋王戦,予選,,,,○,佐藤和俊,阿久津主税,●,,
2025-03-13,75,王将戦,一次予選,,,,○,片上大輔,佐藤康光,●,,
2025-03-13,,棋聖戦,決勝トーナメント,,,,●,澤田真吾,及川拓馬,○,,
2025-03-13,75,NHK杯,本戦,,1,2,●,遠山雄亮,勝又清和,○,,2025-04-13
2025-03-13,33,銀河戦,本戦,D,6,,●,出口若武,服部慎一郎,○,,2025-06-03
2025-03-13,33,銀河戦,本戦,D,7,,○,服部慎一郎,戸辺誠,●,,2025-07-01
2025-03-14,38,竜王戦,4組,,,,●,渡辺和史,青嶋未来,○,,
2025-03-14,38,竜王戦,5組 昇決,,,,●,先崎学,中村太地,○,,
2025-03-14,10,叡王戦,本戦,,,,●,永瀬拓矢,斎藤慎太郎,○,,
2025-03-14,,王座戦,二次予選,,,,●,増田康宏,八代弥,○,,
2025-03-14,,王座戦,二次予選,,,,○,佐々木勇気,深浦康市,●,,
2025-03-14,,王座戦,二次予選,,,,○,高崎一生,岡部怜央,●,,
2025-03-14,,棋王戦,予選,,,,●,村田顕弘,高田明浩,○,,
2025-03-14,75,王将戦,一次予選,,,,○,森内俊之,佐藤秀司,●,,
2025-03-14,75,王将戦,一次予選,,,,○,飯島栄治,中川大輔,●,,
2025-03-14,75,王将戦,一次予選,,,,○,郷田真隆,高橋佑二郎,●,,
2025-03-14,33,銀河戦,本戦,E,5,,○,佐藤紳哉,黒田尭之,●,,2025-05-08
2025-03-14,33,銀河戦,本戦,E,6,,●,佐藤紳哉,鈴木大介,○,,2025-06-05
2025-03-14,33,銀河戦,本戦,G,5,,○,佐々木大地,西尾明,●,,2025-05-15
2025-03-17,38,竜王戦,3組 昇決,,,,○,行方尚史,千田翔太,●,,
2025-03-17,38,竜王戦,4組,,,,○,金井恒太,阿部光瑠,●,,
2025-03-17,38,竜王戦,6組,,,,○,小山直希,塚田泰明,●,,
2025-03-17,,棋聖戦,決勝トーナメント,,,,●,服部慎一郎,羽生善治,○,,
2025-03-17,,新人戦,,,,,○,横山友紀,松本大輝,●,,
2025-03-18,38,竜王戦,4組,,,,○,井田明宏,谷川浩司,●,,
2025-03-18,38,竜王戦,4組 昇決,,,,○,高橋道雄,宮田敦史,●,,
2025-03-18,38,竜王戦,5組 昇決,,,,○,竹内雄悟,小林裕士,●,,
2025-03-18,38,竜王戦,6組,,,,○,平藤眞吾,神崎健二,●,,
2025-03-18,10,叡王戦,挑決,,,,○,斎藤慎太郎,糸谷哲郎,●,,
2025-03-18,,王位戦,挑決リーグ,,,,●,渡辺明,大橋貴洸,○,,
2025-03-18,,王座戦,二次予選,,,,●,横山泰明,郷田真隆,○,,
2025-03-18,,棋王戦,予選,,,,○,青嶋未来,中村亮介,●,,
2025-03-18,75,王将戦,一次予選,,,,○,石田直裕,三浦弘行,●,,
2025-03-18,75,王将戦,一次予選,,,,●,船江恒平,石川優太,○,,
2025-03-18,,棋聖戦,決勝トーナメント,,,,●,佐藤天彦,高崎一生,○,,
2025-03-18,,棋聖戦,決勝トーナメント,,,,○,杉本和陽,山崎隆之,●,,
2025-03-18,,新人戦,,,,,●,宮原暁月,徳田拳士,○,,
2025-03-18,33,銀河戦,本戦,C,6,,●,森内俊之,岡部怜央,○,,2025-05-29
2025-03-18,33,銀河戦,本戦,C,7,,○,阿久津主税,岡部怜央,●,,2025-06-26
2025-03-19,,王座戦,二次予選,,,,○,斎藤明日斗,近藤誠也,●,,
2025-03-19,,王座戦,二次予選,,,,○,菅井竜也,古賀悠聖,●,,
2025-03-19,,棋王戦,予選,,,,○,西尾明,谷合廣紀,●,,
2025-03-19,,棋王戦,予選,,,,○,佐藤慎一,中村修,●,,
2025-03-19,,棋王戦,予選,,,,○,星野良生,渡辺和史,●,,
2025-03-19,,棋王戦,予選,,,,●,村山慈明,柵木幹太,○,,
2025-03-19,,棋王戦,予選,,,,●,黒田尭之,上野裕寿,○,,
2025-03-19,,棋王戦,予選,,,,●,久保利明,西川和宏,○,,
2025-03-19,75,王将戦,一次予選,,,,○,村中秀史,高見泰地,●,千日手,
2025-03-19,75,王将戦,一次予選,,,,○,深浦康市,野月浩貴,●,,
2025-03-19,75,王将戦,一次予選,,,,●,渡辺大夢,丸山忠久,○,,
2025-03-19,75,王将戦,一次予選,,,,○,狩山幹生,都成竜馬,●,,
2025-03-19,33,銀河戦,本戦,A,6,,●,阿部隆,飯塚祐紀,○,,2025-05-22
2025-03-19,33,銀河戦,本戦,A,7,,●,飯塚祐紀,及川拓馬,○,,2025-06-19
2025-03-20,75,NHK杯,本戦,,1,3,●,宮本広志,羽生善治,○,,2025-04-20
2025-03-21,38,竜王戦,1組,,,,○,佐々木勇気,伊藤匠,●,,
2025-03-21,38,竜王戦,1組 出決,,,,□,佐藤康光,渡辺明,■,,
2025-03-21,38,竜王戦,1組 出決,,,,○,森内俊之,山崎隆之,●,,
2025-03-21,38,竜王戦,5組,,,,●,北浜健介,出口若武,○,,
2025-03-21,38,竜王戦,6組,,,,●,島本亮,獺ヶ口笑保人,○,,
2025-03-21,,棋王戦,予選,,,,●,宮本広志,折田翔吾,○,,
2025-03-21,75,王将戦,一次予選,,,,●,黒沢怜生,小山怜央,○,,
2025-03-21,75,王将戦,一次予選,,,,●,長谷部浩平,阿部健治郎,○,,
2025-03-21,75,王将戦,一次予選,,,,○,梶浦宏孝,木村一基,●,,
2025-03-21,75,王将戦,一次予選,,,,●,南芳一,岡部怜央,○,,
2025-03-21,,棋聖戦,決勝トーナメント,,,,○,八代弥,大橋貴洸,●,,
2025-03-21,,棋聖戦,決勝トーナメント,,,,○,佐々木大地,斎藤慎太郎,●,,
2025-03-21,33,銀河戦,本戦,B,6,,○,藤本渚,井上慶太,●,,2025-05-27
2025-03-21,33,銀河戦,本戦,B,7,,●,中川大輔,藤本渚,○,,2025-06-24
2025-03-23,,新人戦,,,,,●,小林智晴,古賀悠聖,○,,
2025-03-24,,王座戦,二次予選,,,,●,八代弥,千田翔太,○,,
2025-03-24,,棋王戦,予選,,,,●,小林裕士,服部慎一郎,○,,
2025-03-24,75,王将戦,一次予選,,,,●,戸辺誠,佐々木大地,○,,
2025-03-24,75,王将戦,一次予選,,,,●,澤田真吾,藤本渚,○,,
2025-03-24,,新人戦,,,,,○,上野裕寿,小窪碧,●,,
2025-03-25,38,竜王戦,1組 出決,,,,○,斎藤慎太郎,久保利明,●,,
